#gene	percentage_gene_coverage	gene_mean_read_coverage	percentage_gene_low_coverage	number_positions_multiple_alleles	percentage_gene_identity
gb:KP188556|Organism:Dengue_virus_2|Strain_ame:BR/SJRP/869/2013|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:HQ026763|Organism:Dengue_virus_2|Strain_ame:BR0690/RJ/2008|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GU369819|Organism:Dengue_virus_2|Strain_ame:CAM7786|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:KF704356|Organism:Dengue_virus_2|Strain_ame:Cuba_A115_1981|Segment:null|Subtype:2-AsianII|Host:Human|gaps_removed|seqTyping_2-AsianII	0.0	0.0	100.0	0	0
gb:KF704355|Organism:Dengue_virus_2|Strain_ame:Cuba_A132_1981|Segment:null|Subtype:2-AsianII|Host:Human|gaps_removed|seqTyping_2-AsianII	0.0	0.0	100.0	0	0
gb:KF704354|Organism:Dengue_virus_2|Strain_ame:Cuba_A15_1981|Segment:null|Subtype:2-AsianII|Host:Human|gaps_removed|seqTyping_2-AsianII	0.0	0.0	100.0	0	0
gb:KF704357|Organism:Dengue_virus_2|Strain_ame:Cuba_A169_1981|Segment:null|Subtype:2-AsianII|Host:Human|gaps_removed|seqTyping_2-AsianII	0.0	0.0	100.0	0	0
gb:KF704358|Organism:Dengue_virus_2|Strain_ame:Cuba_A35_1981|Segment:null|Subtype:2-AsianII|Host:Human|gaps_removed|seqTyping_2-AsianII	0.0	0.0	100.0	0	0
gb:KF041232|Organism:Dengue_virus_2|Strain_ame:D2/Pakistan/2011-23/2011|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KF041233|Organism:Dengue_virus_2|Strain_ame:D2/Pakistan/2011-3/2011|Segment:null|Subtype:2-Cosmopolitan|Host:Human|gaps_removed|seqTyping_2-Cosmopolitan	0.0	0.0	100.0	0	0
gb:KF041234|Organism:Dengue_virus_2|Strain_ame:D2/Pakistan/2011-4/2011|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KF041235|Organism:Dengue_virus_2|Strain_ame:D2/Pakistan/209/2009|Segment:null|Subtype:2-Cosmopolitan|Host:Human|gaps_removed|seqTyping_2-Cosmopolitan	0.0	0.0	100.0	0	0
gb:KF041237|Organism:Dengue_virus_2|Strain_ame:D2/Pakistan/78/2009|Segment:null|Subtype:2-Cosmopolitan|Host:Human|gaps_removed|seqTyping_2-Cosmopolitan	0.0	0.0	100.0	0	0
gb:KM217157|Organism:Dengue_virus_2|Strain_ame:D2/Pk/A1/2011|Segment:null|Subtype:2-Cosmopolitan|Host:Human|gaps_removed|seqTyping_2-Cosmopolitan	0.0	0.0	100.0	0	0
gb:KM217158|Organism:Dengue_virus_2|Strain_ame:D2/Pk/Swat-01|Segment:null|Subtype:2-Cosmopolitan|Host:Human|gaps_removed|seqTyping_2-Cosmopolitan	0.0	0.0	100.0	0	0
gb:KY670633|Organism:Dengue_virus_2|Strain_ame:D2/Taiwan/407TC9509a|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:KY923048|Organism:Dengue_virus_2|Strain_ame:D2Sab2015|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0	0	0	0
gb:KM279515|Organism:Dengue_virus_2|Strain_ame:DC331Y11|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279517|Organism:Dengue_virus_2|Strain_ame:DC353Y11|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279518|Organism:Dengue_virus_2|Strain_ame:DC357Y11|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279519|Organism:Dengue_virus_2|Strain_ame:DC367Y11|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279520|Organism:Dengue_virus_2|Strain_ame:DC378Y11|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279581|Organism:Dengue_virus_2|Strain_ame:DC380Y11|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279582|Organism:Dengue_virus_2|Strain_ame:DC389Y11|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279521|Organism:Dengue_virus_2|Strain_ame:DC391Y11|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279522|Organism:Dengue_virus_2|Strain_ame:DC395Y11|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279524|Organism:Dengue_virus_2|Strain_ame:DC415Y11|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279586|Organism:Dengue_virus_2|Strain_ame:DC427Y11|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279525|Organism:Dengue_virus_2|Strain_ame:DC429Y11|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279526|Organism:Dengue_virus_2|Strain_ame:DC430Y11|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279528|Organism:Dengue_virus_2|Strain_ame:DC589Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279532|Organism:Dengue_virus_2|Strain_ame:DC618Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279533|Organism:Dengue_virus_2|Strain_ame:DC619Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279535|Organism:Dengue_virus_2|Strain_ame:DC621Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279537|Organism:Dengue_virus_2|Strain_ame:DC635Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279588|Organism:Dengue_virus_2|Strain_ame:DC636Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279538|Organism:Dengue_virus_2|Strain_ame:DC639Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279540|Organism:Dengue_virus_2|Strain_ame:DC642Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279542|Organism:Dengue_virus_2|Strain_ame:DC644Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279543|Organism:Dengue_virus_2|Strain_ame:DC645Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279571|Organism:Dengue_virus_2|Strain_ame:DC648Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279544|Organism:Dengue_virus_2|Strain_ame:DC649Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279546|Organism:Dengue_virus_2|Strain_ame:DC654Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279549|Organism:Dengue_virus_2|Strain_ame:DC661Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279550|Organism:Dengue_virus_2|Strain_ame:DC663Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279551|Organism:Dengue_virus_2|Strain_ame:DC669Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279552|Organism:Dengue_virus_2|Strain_ame:DC673Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279590|Organism:Dengue_virus_2|Strain_ame:DC688Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279555|Organism:Dengue_virus_2|Strain_ame:DC694Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279556|Organism:Dengue_virus_2|Strain_ame:DC704Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279557|Organism:Dengue_virus_2|Strain_ame:DC710Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279591|Organism:Dengue_virus_2|Strain_ame:DC716Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279592|Organism:Dengue_virus_2|Strain_ame:DC720Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279560|Organism:Dengue_virus_2|Strain_ame:DC740Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279561|Organism:Dengue_virus_2|Strain_ame:DC756Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279593|Organism:Dengue_virus_2|Strain_ame:DC759Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279562|Organism:Dengue_virus_2|Strain_ame:DC763Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279563|Organism:Dengue_virus_2|Strain_ame:DC766Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279594|Organism:Dengue_virus_2|Strain_ame:DC771Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279564|Organism:Dengue_virus_2|Strain_ame:DC786Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279595|Organism:Dengue_virus_2|Strain_ame:DC792Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279566|Organism:Dengue_virus_2|Strain_ame:DC793Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279572|Organism:Dengue_virus_2|Strain_ame:DC795Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279573|Organism:Dengue_virus_2|Strain_ame:DC796Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279568|Organism:Dengue_virus_2|Strain_ame:DC812Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279569|Organism:Dengue_virus_2|Strain_ame:DC814Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279575|Organism:Dengue_virus_2|Strain_ame:DC827Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KM279570|Organism:Dengue_virus_2|Strain_ame:DC848Y12|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:KX702403|Organism:Dengue_virus_2|Strain_ame:Dengue_virus_2/Homo_sapiens/Haiti-1/2016|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ850072|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V2376/2000|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:J819419|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V2377/2000|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ850074|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V2379/2001|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ850076|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V2382/2002|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GQ868640|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V2385/2003|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ850078|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V2386/2003|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ850082|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V2390/2004|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ850085|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V2393/2005|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ850088|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V2396/2006|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GQ199890|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V2402/2008|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GQ868549|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V3481/2008|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GQ868550|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V3483/2008|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GQ868551|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V3486/2008|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GU131864|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V3495/2008|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:HM181971|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V3637/2008|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GU131881|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V3644/2008|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GU131882|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V3645/2008|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GU131883|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V3648/2008|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GU131884|Organism:Dengue_virus_2|Strain_ame:DEV-2/BR/BID-V3650/2008|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ898461|Organism:Dengue_virus_2|Strain_ame:DEV-2/BZ/BID-V2952/2002|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ024473|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V1594/2005|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ024474|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V1595/2005|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ024475|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V1596/2005|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ182012|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V1597/2005|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:EU854294|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V1601/2005|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ024477|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V1603/2004|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GQ868592|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V3358/1986|Segment:null|Subtype:2-American|Host:Human|gaps_removed|seqTyping_2-American	0.0	0.0	100.0	0	0
gb:GQ868552|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V3368/1998|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GQ868553|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V3369/1999|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GQ868554|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V3370/2004|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GQ868555|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V3371/2005|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GQ868556|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V3372/2005|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GQ868557|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V3373/2005|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GU131947|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V3374/2007|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:GQ868558|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V3375/2007|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:KJ189305|Organism:Dengue_virus_2|Strain_ame:DEV-2/CO/BID-V7294/2000|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ898451|Organism:Dengue_virus_2|Strain_ame:DEV-2/DO/BID-V2955/2003|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:HM488257|Organism:Dengue_virus_2|Strain_ame:DEV-2/GU/BID-V2950/2001|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:HQ999999|Organism:Dengue_virus_2|Strain_ame:DEV-2/GU/FDA-GUA09/2009|Segment:null|Subtype:2-AsianAmerican|Host:Human|gaps_removed|seqTyping_2-AsianAmerican	0.0	0.0	100.0	0	0
gb:FJ906966|Organism:Dengue_virus_2|Strain_ame:DEV-2/Harvard/BID-V2990/2009|Segment:null|Subtype:2-AsianII|Host:Human|gaps_removed|seqTyping_2-AsianII	0.0	0.0	100.0	0	0
gb:FJ906968|Organism:Dengue_virus_2|Strain_ame:DEV-2/Harvard/BID-V2992/2009|Segment:null|Subtype:2-AsianII|Host:Human|gaps_removed|seqTyping_2-AsianII	0.0	0.0	100.0	0	0
gb:FJ906969|Organism:Dengue_virus_2|Strain_ame:DEV-2/Harvard/BID-V2993/2009|Segment:null|Subtype:2-AsianII|Host:Human|gaps_removed|seqTyping_2-AsianII	0.0	0.0	100.0	0	0
gb:FJ898449|Organism:Dengue_virus_2|Strain_ame:DEV-2/H/BID-V2945/1984|Segment:null|Subtype:2-American|Host:Human|gaps_removed|seqTyping_2-American	0.0	0	0	0	0
gb:GQ398258|Organism:Dengue_virus_2|Strain_ame:DEV-2/ID/1016D/1975|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:GQ398259|Organism:Dengue_virus_2|Strain_ame:DEV-2/ID/1017D/1976|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:GQ398268|Organism:Dengue_virus_2|Strain_ame:DEV-2/ID/1022D/1975|Segment:null|Subtype:2-AsianII|Host:Human|gaps_removed|seqTyping_2-AsianII	0.0	0.0	100.0	0	0
gb:GQ398263|Organism:Dengue_virus_2|Strain_ame:DEV-2/ID/1023D/1975|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:GQ398264|Organism:Dengue_virus_2|Strain_ame:DEV-2/ID/1046D/1976|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:GQ398260|Organism:Dengue_virus_2|Strain_ame:DEV-2/ID/1070D/1976|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:GQ398262|Organism:Dengue_virus_2|Strain_ame:DEV-2/ID/1127D/1976|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:GQ398261|Organism:Dengue_virus_2|Strain_ame:DEV-2/ID/1172D/1976|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:FJ898454|Organism:Dengue_virus_2|Strain_ame:DEV-2/I/BID-V2961/2006|Segment:null|Subtype:2-Cosmopolitan|Host:Human|gaps_removed|seqTyping_2-Cosmopolitan	0.0	0.0	100.0	0	0
gb:JQ922551|Organism:Dengue_virus_2|Strain_ame:DEV-2/ID/053598/2005|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:JQ922550|Organism:Dengue_virus_2|Strain_ame:DEV-2/ID/715394/1971|Segment:null|Subtype:2-American|Host:Human|gaps_removed|seqTyping_2-American	0.0	0.0	100.0	0	0
gb:JQ922553|Organism:Dengue_virus_2|Strain_ame:DEV-2/ID/803347/1980|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:JQ922549|Organism:Dengue_virus_2|Strain_ame:DEV-2/ID/969201/1996|Segment:null|Subtype:2-Cosmopolitan|Host:Human|gaps_removed|seqTyping_2-Cosmopolitan	0.0	0.0	100.0	0	0
gb:JQ922552|Organism:Dengue_virus_2|Strain_ame:DEV-2/ID/P23085/1960|Segment:null|Subtype:2|Host:Human|gaps_removed|seqTyping_2	0.0	0.0	100.0	0	0
gb:GU131896|Organism:Dengue_virus_2|Strain_ame:DEV-2/IPC/BID-V3788/2007|Segment:null|Subtype:2-AsianI|Host:Human|gaps_removed|seqTyping_2-AsianI	0.0	0.0	100.0	0	0
gb:GU131897|Organism:Dengue_virus_2|Strain_ame:DEV-2/IPC/BID-V3789/2007|Segment:null|Subtype:2-AsianI|Host:Human|gaps_removed|seqTyping_2-AsianI	0.0	0.0	100.0	0	0
gb:GQ868631|Organism:Dengue_virus_2|Strain_ame:DEV-2/IPC/BID-V3791/2008|Segment:null|Subtype:2-AsianI|Host:Human|gaps_removed|seqTyping_2-AsianI	0.0	0.0	100.0	0	0
gb:GU131898|Organism:Dengue_virus_2|Strain_ame:DEV-2/IPC/BID-V3795/2008|Segment:null|Subtype:2-AsianI|Host:Human|gaps_removed|seqTyping_2-AsianI	0.0	0.0	100.0	0	0
gb:GU131899|Organism:Dengue_virus_2|Strain_ame:DEV-2/IPC/BID-V3796/2008|Segment:null|Subtype:2-AsianI|Host:Human|gaps_removed|seqTyping_2-AsianI	0.0	0.0	100.0	0	0
gb:GU131900|Organism:Dengue_virus_2|Strain_ame:DEV-2/IPC/BID-V3797/2008|Segment:null|Subtype:2-AsianI|Host:Human|gaps_removed|seqTyping_2-AsianI	0.0	0.0	100.0	0	0
gb:GU131901|Organism:Dengue_virus_2|Strain_ame:DEV-2/IPC/BID-V3798/2008|Segment:null|Subtype:2-AsianI|Host:Human|gaps_removed|seqTyping_2-AsianI	0.0	0.0	100.0	0	0
gb:GU131902|Organism:Dengue_virus_2|Strain_ame:DEV-2/IPC/BID-V3799/2008|Segment:null|Subtype:2-AsianI|Host:Human|gaps_removed|seqTyping_2-AsianI	0.0	0.0	100.0	0	0
gb:GU131924|Organism:Dengue_virus_2|Strain_ame:DEV-2/IPC/BID-V3922/2008|Segment:null|Subtype:2-AsianI|Host:Human|gaps_removed|seqTyping_2-AsianI	0.0	0.0	100.0	0	0
gb:GQ868638|Organism:Dengue_virus_2|Strain_ame:DEV-2/IPC/BID-V3924/2008|Segment:null|Subtype:2-AsianI|Host:Human|gaps_removed|seqTyping_2-AsianI	0.0	0.0	100.0	0	0
gb:GU131927|Organism:Dengue_virus_2|Strain_ame:DEV-2/IPC/BID-V4265/2007|Segment:null|Subtype:2-AsianI|Host:Human|gaps_removed|seqTyping_2-AsianI	0.0	0.0	100.0	0	0
gb:GU131928|Organism:Dengue_virus_2|Strain_ame:DEV-2/IPC/BID-V4266/2008|Segment:null|Subtype:2-AsianI|Host:Human|gaps_removed|seqTyping_2-AsianI	0.0	0.0	100.0	0	0
